Company,Sector,Date,index,Price,Open,High,Low,Change %,vol multiplier,Volume,Company Name,SubSector,Market Classification,Shares Outstanding,Market Cap
TRANSCORP,CONGLOMERATES,2016-04-25,2243,1.02,1.04,1.04,1.01,-0.97%,1000000.0,1850000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,10365237525.48
ZENITHBANK,FINANCIAL SERVICES,2016-04-25,2241,12.06,12.29,12.12,11.9,-0.74%,1000000.0,6920000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,495302149800.0
NB,CONSUMER GOODS,2016-04-25,956,84.87,84.81,84.88,84.81,0.37%,1000.0,461960.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,2629529494700.4
UBA,FINANCIAL SERVICES,2016-04-25,2241,3.41,3.31,3.41,3.31,1.19%,1000000.0,2890000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,116620026864.88
FIRSTHOLDCO,FINANCIAL SERVICES,2016-04-25,2240,3.31,3.4,3.4,3.31,-0.30%,1000000.0,7990000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,138615655666.21
UBA,FINANCIAL SERVICES,2016-04-26,2240,3.38,3.4,3.44,3.36,-0.88%,1000000.0,17170000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,115594044223.84
FIRSTHOLDCO,FINANCIAL SERVICES,2016-04-26,2239,3.39,3.33,3.48,3.3,2.42%,1000000.0,31570000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,141965882993.49
NB,CONSUMER GOODS,2016-04-26,955,85.22,85.2,85.38,85.2,0.41%,1000.0,756080.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,2640373554122.4
ZENITHBANK,FINANCIAL SERVICES,2016-04-26,2240,12.2,12.13,12.2,12.05,1.16%,1000000.0,24810000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,501051926000.0
TRANSCORP,CONGLOMERATES,2016-04-26,2242,1.05,1.03,1.07,1.01,2.94%,1000000.0,4940000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,10670097452.7
NB,CONSUMER GOODS,2016-04-27,954,84.86,85.2,85.2,84.8,-0.42%,1000000.0,1050000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,2629219664431.2
ZENITHBANK,FINANCIAL SERVICES,2016-04-27,2239,12.3,12.11,12.3,12.1,0.82%,1000000.0,6260000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,505158909000.0
UBA,FINANCIAL SERVICES,2016-04-27,2239,3.4,3.4,3.45,3.37,0.59%,1000000.0,14860000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,116278032651.2
TRANSCORP,CONGLOMERATES,2016-04-27,2241,1.04,1.03,1.04,1.0,-0.95%,1000000.0,4950000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,10568477476.96
FIRSTHOLDCO,FINANCIAL SERVICES,2016-04-27,2238,3.57,3.4,3.57,3.39,5.31%,1000000.0,83140000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,149503894479.87
TRANSCORP,CONGLOMERATES,2016-04-28,2240,1.01,1.06,1.05,1.01,-2.88%,1000000.0,11850000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,10263617549.74
UBA,FINANCIAL SERVICES,2016-04-28,2238,3.4,3.4,3.44,3.36,0.00%,1000000.0,21270000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,116278032651.2
NB,CONSUMER GOODS,2016-04-28,953,88.3,85.6,89.1,85.6,4.05%,1000000.0,1200000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,2735801277036.0
ZENITHBANK,FINANCIAL SERVICES,2016-04-28,2238,12.28,12.3,12.3,12.2,-0.16%,1000000.0,10760000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,504337512400.0
FIRSTHOLDCO,FINANCIAL SERVICES,2016-04-28,2237,3.6,3.73,3.87,3.57,0.84%,1000000.0,171920000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,150760229727.6
FIRSTHOLDCO,FINANCIAL SERVICES,2016-04-29,2236,3.6,3.7,3.7,3.6,0.00%,1000000.0,20020000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,150760229727.6
NB,CONSUMER GOODS,2016-04-29,952,92.71,88.29,92.71,88.01,4.99%,1000000.0,2630000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,2872436425753.2
TRANSCORP,CONGLOMERATES,2016-04-29,2239,0.99,1.04,1.03,0.99,-1.98%,1000000.0,29100000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,10060377598.26
UBA,FINANCIAL SERVICES,2016-04-29,2237,3.4,3.4,3.42,3.39,0.00%,1000000.0,31550000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,116278032651.2
ZENITHBANK,FINANCIAL SERVICES,2016-04-29,2237,12.7,12.29,12.77,12.2,3.42%,1000000.0,26500000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,521586841000.0
FIRSTHOLDCO,FINANCIAL SERVICES,2016-05-03,2235,3.53,3.66,3.66,3.53,-1.94%,1000000.0,24980000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,147828780816.22998
NB,CONSUMER GOODS,2016-05-03,951,97.34,97.24,97.34,97.24,4.99%,1000.0,547940.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,3015887840392.8003
TRANSCORP,CONGLOMERATES,2016-05-03,2238,1.03,1.0,1.03,0.99,4.04%,1000000.0,6920000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,10466857501.22
ZENITHBANK,FINANCIAL SERVICES,2016-05-03,2236,12.97,12.9,13.03,12.8,2.13%,1000000.0,19740000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,532675695100.0
UBA,FINANCIAL SERVICES,2016-05-03,2236,3.57,3.48,3.57,3.41,5.00%,1000000.0,15710000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,122091934283.76
FIRSTHOLDCO,FINANCIAL SERVICES,2016-05-04,2234,3.5,3.55,3.59,3.5,-0.85%,1000000.0,117000000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,146572445568.5
UBA,FINANCIAL SERVICES,2016-05-04,2235,3.49,3.51,3.57,3.44,-2.24%,1000000.0,33190000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,119355980574.32
TRANSCORP,CONGLOMERATES,2016-05-04,2237,1.0,1.03,1.02,0.99,-2.91%,1000000.0,7510000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,10161997574.0
NB,CONSUMER GOODS,2016-05-04,950,97.6,102.21,102.24,97.1,0.27%,1000000.0,1710000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,3023943427392.0
ZENITHBANK,FINANCIAL SERVICES,2016-05-04,2235,12.99,13.0,13.05,12.91,0.15%,1000000.0,22500000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,533497091700.0
UBA,FINANCIAL SERVICES,2016-05-05,2234,3.47,3.5,3.52,3.42,-0.57%,1000000.0,26500000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,118671992146.96
TRANSCORP,CONGLOMERATES,2016-05-05,2236,1.0,1.0,1.01,0.99,0.00%,1000000.0,3620000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,10161997574.0
ZENITHBANK,FINANCIAL SERVICES,2016-05-05,2234,13.0,13.0,13.1,13.0,0.08%,1000000.0,15960000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,533907790000.0
FIRSTHOLDCO,FINANCIAL SERVICES,2016-05-05,2233,3.54,3.59,3.6,3.53,1.14%,1000000.0,27840000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,148247559232.14
NB,CONSUMER GOODS,2016-05-05,949,92.26,97.1,92.88,92.26,-5.47%,1000000.0,2510000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,2858494063639.2
ZENITHBANK,FINANCIAL SERVICES,2016-05-06,2233,13.15,13.0,13.17,13.0,1.15%,1000000.0,14220000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,540068264500.0
FIRSTHOLDCO,FINANCIAL SERVICES,2016-05-06,2232,3.5,3.6,3.6,3.49,-1.13%,1000000.0,30730000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,146572445568.5
UBA,FINANCIAL SERVICES,2016-05-06,2233,3.4,3.45,3.45,3.35,-2.02%,1000000.0,9680000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,116278032651.2
NB,CONSUMER GOODS,2016-05-06,948,92.06,87.68,92.06,88.0,-0.22%,1000000.0,2470000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,2852297458255.2
TRANSCORP,CONGLOMERATES,2016-05-06,2235,1.05,1.0,1.05,0.99,5.00%,1000000.0,20070000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,10670097452.7
FIRSTHOLDCO,FINANCIAL SERVICES,2016-05-09,2231,3.45,3.45,3.5,3.41,-1.43%,1000000.0,16520000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,144478553488.95
TRANSCORP,CONGLOMERATES,2016-05-09,2234,1.12,1.08,1.12,1.05,6.67%,1000000.0,24670000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,11381437282.88
UBA,FINANCIAL SERVICES,2016-05-09,2232,3.4,3.4,3.42,3.38,0.00%,1000000.0,18460000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,116278032651.2
NB,CONSUMER GOODS,2016-05-09,947,93.36,92.06,96.66,92.06,1.41%,1000000.0,3250000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,2892575393251.2
ZENITHBANK,FINANCIAL SERVICES,2016-05-09,2232,13.75,13.29,13.75,13.29,4.56%,1000000.0,8020000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,564710162500.0
NB,CONSUMER GOODS,2016-05-10,946,94.01,94.0,94.01,93.84,0.70%,1000.0,247060.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,2912714360749.2
TRANSCORP,CONGLOMERATES,2016-05-10,2233,1.08,1.13,1.17,1.08,-3.57%,1000000.0,26870000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,10974957379.92
UBA,FINANCIAL SERVICES,2016-05-10,2231,3.39,3.45,3.47,3.38,-0.29%,1000000.0,22360000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,115936038437.52
FIRSTHOLDCO,FINANCIAL SERVICES,2016-05-10,2230,3.4,3.45,3.49,3.4,-1.45%,1000000.0,29260000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,142384661409.4
ZENITHBANK,FINANCIAL SERVICES,2016-05-10,2231,13.8,13.8,13.87,13.6,0.36%,1000000.0,27660000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,566763654000.0
FIRSTHOLDCO,FINANCIAL SERVICES,2016-05-11,2229,3.45,3.4,3.45,3.4,1.47%,1000000.0,10150000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,144478553488.95
UBA,FINANCIAL SERVICES,2016-05-11,2230,3.42,3.4,3.45,3.4,0.88%,1000000.0,15790000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,116962021078.56
NB,CONSUMER GOODS,2016-05-11,945,94.4,96.38,94.4,94.01,0.41%,1000000.0,5170000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,2924797741248.0
ZENITHBANK,FINANCIAL SERVICES,2016-05-11,2230,13.8,13.8,14.0,13.79,0.00%,1000000.0,12540000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,566763654000.0
TRANSCORP,CONGLOMERATES,2016-05-11,2232,1.12,1.1,1.12,1.06,3.70%,1000000.0,11960000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,11381437282.88
ZENITHBANK,FINANCIAL SERVICES,2016-05-12,2229,14.0,13.8,14.0,13.75,1.45%,1000000.0,13600000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,574977620000.0
NB,CONSUMER GOODS,2016-05-12,944,96.8,96.0,96.8,96.0,2.54%,1000000.0,1320000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,2999157005856.0
FIRSTHOLDCO,FINANCIAL SERVICES,2016-05-12,2228,3.46,3.45,3.49,3.43,0.29%,1000000.0,29560000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,144897331904.86
TRANSCORP,CONGLOMERATES,2016-05-12,2231,1.19,1.14,1.19,1.09,6.25%,1000000.0,41830000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,12092777113.06
UBA,FINANCIAL SERVICES,2016-05-12,2229,3.5,3.49,3.55,3.46,2.34%,1000000.0,21990000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,119697974788.0
UBA,FINANCIAL SERVICES,2016-05-13,2228,3.63,3.46,3.63,3.46,3.71%,1000000.0,15610000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,124143899565.84
NB,CONSUMER GOODS,2016-05-13,943,94.36,98.39,101.6,94.36,-2.52%,1000000.0,2360000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,2923558420171.2
ZENITHBANK,FINANCIAL SERVICES,2016-05-13,2228,14.7,14.0,14.7,14.0,5.00%,1000000.0,25530000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,603726501000.0
TRANSCORP,CONGLOMERATES,2016-05-13,2230,1.29,1.24,1.3,1.21,8.40%,1000000.0,74120000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,13108976870.46
FIRSTHOLDCO,FINANCIAL SERVICES,2016-05-13,2227,3.7,3.58,3.75,3.58,6.94%,1000000.0,107170000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,154948013886.7
FIRSTHOLDCO,FINANCIAL SERVICES,2016-05-16,2226,3.73,3.82,3.86,3.63,0.81%,1000000.0,23730000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,156204349134.43
UBA,FINANCIAL SERVICES,2016-05-16,2227,3.97,3.81,4.0,3.63,9.37%,1000000.0,40980000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,135771702830.96
NB,CONSUMER GOODS,2016-05-16,942,98.4,94.1,98.4,94.1,4.28%,1000000.0,1070000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,3048729848928.0
ZENITHBANK,FINANCIAL SERVICES,2016-05-16,2227,15.03,15.35,15.35,14.01,2.24%,1000000.0,16520000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,617279544900.0
TRANSCORP,CONGLOMERATES,2016-05-16,2229,1.28,1.34,1.35,1.28,-0.78%,1000000.0,34760000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,13007356894.72
FIRSTHOLDCO,FINANCIAL SERVICES,2016-05-17,2225,3.57,3.75,3.75,3.57,-4.29%,1000000.0,27580000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,149503894479.87
ZENITHBANK,FINANCIAL SERVICES,2016-05-17,2226,14.44,15.2,15.3,14.44,-3.93%,1000000.0,33950000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,593048345200.0
NB,CONSUMER GOODS,2016-05-17,941,100.02,103.31,100.81,99.36,1.65%,1000000.0,1490000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,3098922352538.4
TRANSCORP,CONGLOMERATES,2016-05-17,2228,1.16,1.22,1.2,1.16,-9.38%,1000000.0,41930000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,11787917185.839998
UBA,FINANCIAL SERVICES,2016-05-17,2226,3.99,3.98,4.17,3.9,0.50%,1000000.0,65769999.99999999,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,136455691258.32
ZENITHBANK,FINANCIAL SERVICES,2016-05-18,2225,15.02,14.44,15.13,14.44,4.02%,1000000.0,45080000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,616868846600.0
TRANSCORP,CONGLOMERATES,2016-05-18,2227,1.16,1.11,1.16,1.06,0.00%,1000000.0,47310000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,11787917185.839998
FIRSTHOLDCO,FINANCIAL SERVICES,2016-05-18,2224,3.67,3.57,3.68,3.53,2.80%,1000000.0,15690000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,153691678638.97
NB,CONSUMER GOODS,2016-05-18,940,102.0,100.0,102.0,100.0,1.98%,1000.0,861710.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,3160268745840.0
UBA,FINANCIAL SERVICES,2016-05-18,2225,4.09,3.94,4.1,3.97,2.51%,1000000.0,23160000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,139875633395.12
TRANSCORP,CONGLOMERATES,2016-05-19,2226,1.14,1.19,1.2,1.14,-1.72%,1000000.0,36440000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,11584677234.36
UBA,FINANCIAL SERVICES,2016-05-19,2224,4.22,4.02,4.22,4.04,3.18%,1000000.0,27700000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,144321558172.96
NB,CONSUMER GOODS,2016-05-19,939,100.4,100.8,100.93,100.4,-1.57%,1000.0,685770.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,3110695902768.0
ZENITHBANK,FINANCIAL SERVICES,2016-05-19,2224,15.67,14.93,15.67,15.02,4.33%,1000000.0,38760000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,643564236100.0
FIRSTHOLDCO,FINANCIAL SERVICES,2016-05-19,2223,3.66,3.69,3.67,3.64,-0.27%,1000000.0,73680000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,153272900223.06
ZENITHBANK,FINANCIAL SERVICES,2016-05-20,2223,15.95,15.84,16.06,15.67,1.79%,1000000.0,111960000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,655063788500.0
FIRSTHOLDCO,FINANCIAL SERVICES,2016-05-20,2222,3.85,3.75,3.92,3.75,5.19%,1000000.0,54570000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,161229690125.35
UBA,FINANCIAL SERVICES,2016-05-20,2223,4.45,4.35,4.5,4.25,5.45%,1000000.0,27910000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,152187425087.6
NB,CONSUMER GOODS,2016-05-20,938,100.8,101.59,100.8,100.05,0.40%,1000000.0,2000000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,3123089113536.0
TRANSCORP,CONGLOMERATES,2016-05-20,2225,1.17,1.13,1.18,1.1,2.63%,1000000.0,44960000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,11889537161.58
UBA,FINANCIAL SERVICES,2016-05-23,2222,4.4,4.37,4.44,4.23,-1.12%,1000000.0,58540000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,150477454019.2
TRANSCORP,CONGLOMERATES,2016-05-23,2224,1.19,1.21,1.21,1.15,1.71%,1000000.0,37410000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,12092777113.06
NB,CONSUMER GOODS,2016-05-23,937,100.24,100.24,100.24,100.24,-0.56%,1000.0,245700.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,3105738618460.8
ZENITHBANK,FINANCIAL SERVICES,2016-05-23,2222,15.17,15.6,15.6,15.16,-4.89%,1000000.0,35370000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,623029321100.0
FIRSTHOLDCO,FINANCIAL SERVICES,2016-05-23,2221,3.8,3.85,3.85,3.71,-1.30%,1000000.0,26940000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,159135798045.8
TRANSCORP,CONGLOMERATES,2016-05-24,2223,1.22,1.2,1.22,1.17,2.52%,1000000.0,13020000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,12397637040.28
FIRSTHOLDCO,FINANCIAL SERVICES,2016-05-24,2220,3.79,3.8,3.87,3.79,-0.26%,1000000.0,81820000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,158717019629.89
NB,CONSUMER GOODS,2016-05-24,936,102.09,101.6,102.4,101.6,1.85%,1000.0,577110.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,3163057218262.8003
ZENITHBANK,FINANCIAL SERVICES,2016-05-24,2221,15.0,15.17,15.3,14.96,-1.12%,1000000.0,17300000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,616047450000.0
UBA,FINANCIAL SERVICES,2016-05-24,2221,4.42,4.4,4.43,4.35,0.45%,1000000.0,15730000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,151161442446.56
UBA,FINANCIAL SERVICES,2016-05-25,2220,4.87,4.64,4.87,4.52,10.18%,1000000.0,27440000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,166551182062.16
FIRSTHOLDCO,FINANCIAL SERVICES,2016-05-25,2219,3.99,3.8,3.99,3.84,5.28%,1000000.0,73890000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,167092587948.09
ZENITHBANK,FINANCIAL SERVICES,2016-05-25,2220,16.51,15.75,16.53,16.0,10.07%,1000000.0,48230000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,678062893300.0001
TRANSCORP,CONGLOMERATES,2016-05-25,2222,1.26,1.23,1.29,1.23,3.28%,1000000.0,39560000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,12804116943.24
NB,CONSUMER GOODS,2016-05-25,935,107.19,103.99,107.19,103.98,5.00%,1000000.0,1750000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,3321070655554.8
NB,CONSUMER GOODS,2016-05-26,934,112.54,109.2,112.54,109.2,4.99%,1000.0,834910.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,3486829849576.8003
UBA,FINANCIAL SERVICES,2016-05-26,2219,5.19,5.11,5.36,5.0,6.57%,1000000.0,101940000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,177494996899.92
TRANSCORP,CONGLOMERATES,2016-05-26,2221,1.38,1.32,1.38,1.32,9.52%,1000000.0,49980000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,14023556652.12
ZENITHBANK,FINANCIAL SERVICES,2016-05-26,2219,17.1,16.99,17.33,16.3,3.57%,1000000.0,28190000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,702294093000.0
FIRSTHOLDCO,FINANCIAL SERVICES,2016-05-26,2218,4.37,4.18,4.38,4.18,9.52%,1000000.0,72680000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,183006167752.67
FIRSTHOLDCO,FINANCIAL SERVICES,2016-05-27,2217,4.36,4.58,4.69,4.36,-0.23%,1000000.0,100530000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,182587389336.76
NB,CONSUMER GOODS,2016-05-27,933,113.6,118.17,114.4,113.6,0.94%,1000000.0,1960000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,3519671858112.0
ZENITHBANK,FINANCIAL SERVICES,2016-05-27,2218,16.58,17.45,17.45,16.58,-3.04%,1000000.0,10770000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,680937781399.9999
UBA,FINANCIAL SERVICES,2016-05-27,2218,5.04,5.3,5.3,5.04,-2.89%,1000000.0,28370000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,172365083694.72
TRANSCORP,CONGLOMERATES,2016-05-27,2220,1.37,1.44,1.51,1.37,-0.72%,1000000.0,82590000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,13921936676.38
TRANSCORP,CONGLOMERATES,2016-05-31,2219,1.31,1.37,1.37,1.31,-4.38%,1000000.0,17770000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,13312216821.94
NB,CONSUMER GOODS,2016-05-31,932,108.0,113.6,108.4,107.92,-4.93%,1000000.0,8930000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,3346166907360.0
UBA,FINANCIAL SERVICES,2016-05-31,2217,4.75,5.0,4.87,4.75,-5.75%,1000000.0,17470000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,162447251498.0
ZENITHBANK,FINANCIAL SERVICES,2016-05-31,2217,14.98,15.76,15.95,14.98,-9.65%,1000000.0,15860000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,615226053400.0
FIRSTHOLDCO,FINANCIAL SERVICES,2016-05-31,2216,3.95,4.15,4.15,3.95,-9.40%,1000000.0,70010000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,165417474284.45
TRANSCORP,CONGLOMERATES,2016-06-01,2218,1.25,1.25,1.29,1.19,-4.58%,1000000.0,30470000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,12702496967.5
NB,CONSUMER GOODS,2016-06-01,931,102.64,102.6,102.64,102.6,-4.96%,1000000.0,7100000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,3180097883068.8
ZENITHBANK,FINANCIAL SERVICES,2016-06-01,2216,13.6,14.24,14.24,13.53,-9.21%,1000000.0,56730000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,558549688000.0
UBA,FINANCIAL SERVICES,2016-06-01,2216,4.3,4.52,4.3,4.3,-9.47%,1000000.0,4780000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,147057511882.4
FIRSTHOLDCO,FINANCIAL SERVICES,2016-06-01,2215,3.8,3.9,3.99,3.71,-3.80%,1000000.0,28340000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,159135798045.8
