Company,Sector,Date,index,Price,Open,High,Low,Change %,vol multiplier,Volume,Company Name,SubSector,Market Classification,Shares Outstanding,Market Cap
ZENITHBANK,FINANCIAL SERVICES,2013-11-01,2854,21.3,21.3,21.35,21.2,-1.11%,1000000.0,17530000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,874787379000.0
TRANSCORP,CONGLOMERATES,2013-11-01,2857,1.87,1.85,1.9,1.8,2.75%,1000000.0,17170000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,19002935463.38
FIRSTHOLDCO,FINANCIAL SERVICES,2013-11-01,2853,16.25,16.1,16.35,16.1,0.31%,1000000.0,5080000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,680514925853.75
UBA,FINANCIAL SERVICES,2013-11-01,2855,8.04,8.0,8.1,7.87,2.81%,1000000.0,30100000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,274963347798.72
TRANSCORP,CONGLOMERATES,2013-11-04,2856,1.92,1.9,1.96,1.9,2.67%,1000000.0,43810000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,19511035342.08
NB,CONSUMER GOODS,2013-11-04,1569,140.16,140.01,140.52,140.0,-0.23%,1000000.0,1750000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,4342581053107.2
ZENITHBANK,FINANCIAL SERVICES,2013-11-04,2853,21.3,21.35,21.35,21.05,0.00%,1000000.0,29860000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,874787379000.0
UBA,FINANCIAL SERVICES,2013-11-04,2854,8.11,8.04,8.27,8.04,0.87%,1000000.0,21420000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,277357307294.48
FIRSTHOLDCO,FINANCIAL SERVICES,2013-11-04,2852,16.01,16.04,16.17,16.0,-1.48%,1000000.0,6630000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,670464243871.91
UBA,FINANCIAL SERVICES,2013-11-05,2853,8.1,8.28,8.21,8.08,-0.12%,1000000.0,26890000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,277015313080.8
FIRSTHOLDCO,FINANCIAL SERVICES,2013-11-05,2851,16.15,16.11,16.15,16.01,0.87%,1000000.0,6660000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,676327141694.6499
TRANSCORP,CONGLOMERATES,2013-11-05,2855,1.94,1.9,1.97,1.92,1.04%,1000000.0,67960000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,19714275293.56
ZENITHBANK,FINANCIAL SERVICES,2013-11-05,2852,21.69,21.11,21.7,21.3,1.83%,1000000.0,6200000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,890804612700.0
NB,CONSUMER GOODS,2013-11-05,1568,140.0,140.43,140.43,139.6,-0.11%,1000000.0,2000000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,4337623768800.0
ZENITHBANK,FINANCIAL SERVICES,2013-11-06,2851,21.68,21.44,21.7,21.5,-0.05%,1000000.0,91610000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,890393914400.0
TRANSCORP,CONGLOMERATES,2013-11-06,2854,1.97,1.95,1.97,1.91,1.55%,1000000.0,39030000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,20019135220.78
FIRSTHOLDCO,FINANCIAL SERVICES,2013-11-06,2850,16.18,16.12,16.2,16.12,0.19%,1000000.0,2880000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,677583476942.38
UBA,FINANCIAL SERVICES,2013-11-06,2852,8.1,8.29,8.11,8.06,0.00%,1000000.0,26140000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,277015313080.8
NB,CONSUMER GOODS,2013-11-06,1567,140.0,140.15,140.01,140.0,0.00%,1000000.0,1980000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,4337623768800.0
TRANSCORP,CONGLOMERATES,2013-11-07,2853,2.06,1.97,2.06,1.97,4.57%,1000000.0,59830000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,20933715002.44
ZENITHBANK,FINANCIAL SERVICES,2013-11-07,2850,21.45,21.65,21.68,21.21,-1.06%,1000000.0,39430000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,880947853500.0
UBA,FINANCIAL SERVICES,2013-11-07,2851,8.0,8.1,8.17,8.0,-1.23%,1000000.0,12080000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,273595370944.0
FIRSTHOLDCO,FINANCIAL SERVICES,2013-11-07,2849,16.2,16.03,16.4,16.18,0.12%,1000000.0,17450000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,678421033774.2
NB,CONSUMER GOODS,2013-11-07,1566,142.32,140.0,142.32,140.0,1.66%,1000000.0,2120000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,4409504391254.399
FIRSTHOLDCO,FINANCIAL SERVICES,2013-11-08,2848,16.12,16.17,16.17,16.1,-0.49%,1000000.0,3190000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,675070806446.92
NB,CONSUMER GOODS,2013-11-08,1565,140.4,140.3,140.8,140.3,-1.35%,1000.0,775020.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,4350016979568.0
TRANSCORP,CONGLOMERATES,2013-11-08,2852,2.26,2.16,2.26,2.11,9.71%,1000000.0,98610000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,22966114517.24
ZENITHBANK,FINANCIAL SERVICES,2013-11-08,2849,21.29,21.5,21.5,21.14,-0.75%,1000000.0,26440000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,874376680700.0
UBA,FINANCIAL SERVICES,2013-11-08,2850,7.66,7.9,7.9,7.65,-4.25%,1000000.0,13110000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,261967567678.88
ZENITHBANK,FINANCIAL SERVICES,2013-11-11,2848,21.5,21.69,21.5,21.05,0.99%,1000000.0,6290000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,883001345000.0
NB,CONSUMER GOODS,2013-11-11,1564,140.4,140.0,140.56,140.0,0.00%,1000.0,411300.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,4350016979568.0
TRANSCORP,CONGLOMERATES,2013-11-11,2851,2.48,2.37,2.48,2.26,9.73%,1000000.0,32060000.000000004,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,25201753983.52
FIRSTHOLDCO,FINANCIAL SERVICES,2013-11-11,2847,16.03,16.15,16.16,16.03,-0.56%,1000000.0,6400000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,671301800703.7301
UBA,FINANCIAL SERVICES,2013-11-11,2849,7.8,7.95,7.95,7.69,1.83%,1000000.0,6430000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,266755486670.4
FIRSTHOLDCO,FINANCIAL SERVICES,2013-11-12,2846,16.3,16.01,16.3,16.02,1.68%,1000000.0,7970000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,682608817933.3
NB,CONSUMER GOODS,2013-11-12,1563,142.4,140.03,142.4,140.03,1.42%,1000000.0,1850000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,4411983033408.0
ZENITHBANK,FINANCIAL SERVICES,2013-11-12,2847,21.3,21.35,21.35,21.27,-0.93%,1000000.0,3430000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,874787379000.0
UBA,FINANCIAL SERVICES,2013-11-12,2848,7.9,7.81,7.9,7.8,1.28%,1000000.0,12790000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,270175428807.2
TRANSCORP,CONGLOMERATES,2013-11-12,2850,2.73,2.6,2.73,2.5,10.08%,1000000.0,168260000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,27742253377.02
UBA,FINANCIAL SERVICES,2013-11-13,2847,7.89,7.9,7.99,7.85,-0.13%,1000000.0,8250000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,269833434593.52
ZENITHBANK,FINANCIAL SERVICES,2013-11-13,2846,21.01,21.35,21.35,21.0,-1.36%,1000000.0,45870000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,862877128300.0001
FIRSTHOLDCO,FINANCIAL SERVICES,2013-11-13,2845,16.12,16.1,16.21,16.1,-1.10%,1000000.0,4620000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,675070806446.92
TRANSCORP,CONGLOMERATES,2013-11-13,2849,3.0,2.86,3.0,2.73,9.89%,1000000.0,62360000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,30485992722.0
NB,CONSUMER GOODS,2013-11-13,1562,138.4,142.4,140.8,138.4,-2.81%,1000000.0,1550000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,4288050925728.0
FIRSTHOLDCO,FINANCIAL SERVICES,2013-11-14,2844,16.15,16.1,16.2,16.1,0.19%,1000000.0,6610000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,676327141694.6499
NB,CONSUMER GOODS,2013-11-14,1561,136.0,138.4,138.4,135.77,-1.73%,1000000.0,1320000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,4213691661120.0
UBA,FINANCIAL SERVICES,2013-11-14,2846,7.72,7.82,7.83,7.72,-2.15%,1000000.0,11360000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,264019532960.96
TRANSCORP,CONGLOMERATES,2013-11-14,2848,3.3,3.15,3.3,3.0,10.00%,1000000.0,37180000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,33534591994.2
ZENITHBANK,FINANCIAL SERVICES,2013-11-14,2845,21.28,21.24,21.3,21.24,1.29%,1000000.0,22530000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,873965982400.0
TRANSCORP,CONGLOMERATES,2013-11-15,2847,3.63,3.46,3.63,3.63,10.00%,1000000.0,48040000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,36888051193.62
FIRSTHOLDCO,FINANCIAL SERVICES,2013-11-15,2843,16.11,16.2,16.25,16.11,-0.25%,1000000.0,6960000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,674652028031.01
ZENITHBANK,FINANCIAL SERVICES,2013-11-15,2844,21.25,21.2,21.29,21.01,-0.14%,1000000.0,7550000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,872733887500.0
UBA,FINANCIAL SERVICES,2013-11-15,2845,7.77,7.8,7.9,7.72,0.65%,1000000.0,7710000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,265729504029.36
NB,CONSUMER GOODS,2013-11-15,1560,134.88,136.0,136.04,134.88,-0.82%,1000.0,641340.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,4178990670969.6
TRANSCORP,CONGLOMERATES,2013-11-18,2846,4.0,3.81,4.0,3.62,10.19%,1000000.0,388030000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,40647990296.0
NB,CONSUMER GOODS,2013-11-18,1559,133.59,134.72,134.88,130.48,-0.96%,1000.0,824040.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,4139022566242.8
UBA,FINANCIAL SERVICES,2013-11-18,2844,7.68,7.7,7.75,7.59,-1.16%,1000000.0,11840000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,262651556106.24
FIRSTHOLDCO,FINANCIAL SERVICES,2013-11-18,2842,16.28,16.1,16.3,16.1,1.06%,1000000.0,9490000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,681771261101.4801
ZENITHBANK,FINANCIAL SERVICES,2013-11-18,2843,21.3,21.1,21.4,21.02,0.24%,1000000.0,41950000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,874787379000.0
UBA,FINANCIAL SERVICES,2013-11-19,2843,7.5,7.6,7.68,7.5,-2.34%,1000000.0,11000000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,256495660260.0
FIRSTHOLDCO,FINANCIAL SERVICES,2013-11-19,2841,16.27,16.4,16.43,16.27,-0.06%,1000000.0,11270000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,681352482685.57
NB,CONSUMER GOODS,2013-11-19,1558,133.7,132.0,133.75,132.0,0.08%,1000.0,848750.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,4142430699204.0
ZENITHBANK,FINANCIAL SERVICES,2013-11-19,2842,21.39,21.29,21.4,21.29,0.42%,1000000.0,7020000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,878483663700.0
TRANSCORP,CONGLOMERATES,2013-11-19,2845,4.41,4.2,4.41,4.2,10.25%,1000000.0,99920000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,44814409301.34
TRANSCORP,CONGLOMERATES,2013-11-20,2844,4.86,4.63,4.86,4.63,10.20%,1000000.0,56510000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,49387308209.64001
UBA,FINANCIAL SERVICES,2013-11-20,2842,7.8,7.5,7.8,7.45,4.00%,1000000.0,12250000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,266755486670.4
ZENITHBANK,FINANCIAL SERVICES,2013-11-20,2841,21.3,21.39,21.4,21.3,-0.42%,1000000.0,18960000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,874787379000.0
NB,CONSUMER GOODS,2013-11-20,1557,136.0,134.6,136.16,134.4,1.72%,1000.0,441620.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,4213691661120.0
FIRSTHOLDCO,FINANCIAL SERVICES,2013-11-20,2840,16.56,16.3,16.56,16.21,1.78%,1000000.0,9970000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,693497056746.96
UBA,FINANCIAL SERVICES,2013-11-21,2841,7.94,7.81,7.94,7.6,1.79%,1000000.0,24110000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,271543405661.92
TRANSCORP,CONGLOMERATES,2013-11-21,2843,5.35,5.1,5.35,5.35,10.08%,1000000.0,74820000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,54366687020.9
ZENITHBANK,FINANCIAL SERVICES,2013-11-21,2840,21.2,21.09,21.3,21.09,-0.47%,1000000.0,5040000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,870680396000.0
NB,CONSUMER GOODS,2013-11-21,1556,135.2,134.54,136.0,134.54,-0.59%,1000000.0,1240000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,4188905239584.0
FIRSTHOLDCO,FINANCIAL SERVICES,2013-11-21,2839,16.54,16.48,17.29,16.48,-0.12%,1000000.0,15140000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,692659499915.14
UBA,FINANCIAL SERVICES,2013-11-22,2840,7.84,7.9,7.95,7.8,-1.26%,1000000.0,12720000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,268123463525.12
NB,CONSUMER GOODS,2013-11-22,1555,136.28,136.0,136.28,136.0,0.80%,1000000.0,1030000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,4222366908657.6
FIRSTHOLDCO,FINANCIAL SERVICES,2013-11-22,2838,16.64,16.61,16.7,16.57,0.60%,1000000.0,5220000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,696847284074.24
TRANSCORP,CONGLOMERATES,2013-11-22,2842,5.87,5.61,5.89,5.61,9.72%,1000000.0,324220000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,59650925759.380005
ZENITHBANK,FINANCIAL SERVICES,2013-11-22,2839,21.18,21.2,21.2,21.17,-0.09%,1000000.0,2790000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,869858999400.0
NB,CONSUMER GOODS,2013-11-25,1554,136.01,136.23,136.28,136.0,-0.20%,1000.0,945840.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,4214001491389.2
FIRSTHOLDCO,FINANCIAL SERVICES,2013-11-25,2837,16.77,16.62,16.9,16.6,0.78%,1000000.0,10210000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,702291403481.07
UBA,FINANCIAL SERVICES,2013-11-25,2839,7.85,7.81,7.99,7.81,0.13%,1000000.0,13630000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,268465457738.8
ZENITHBANK,FINANCIAL SERVICES,2013-11-25,2838,21.21,21.32,21.32,21.18,0.14%,1000000.0,13500000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,871091094300.0
TRANSCORP,CONGLOMERATES,2013-11-25,2841,5.31,5.58,5.84,5.31,-9.54%,1000000.0,170970000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,53960207117.94
ZENITHBANK,FINANCIAL SERVICES,2013-11-26,2837,21.22,21.3,21.3,21.01,0.05%,1000000.0,22200000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,871501792600.0
TRANSCORP,CONGLOMERATES,2013-11-26,2840,4.8,5.05,5.05,4.8,-9.60%,1000000.0,68040000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,48777588355.2
NB,CONSUMER GOODS,2013-11-26,1553,132.02,136.0,136.0,132.0,-2.93%,1000000.0,2440000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,4090379213978.4
FIRSTHOLDCO,FINANCIAL SERVICES,2013-11-26,2836,16.03,16.5,16.58,16.0,-4.41%,1000000.0,18250000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,671301800703.7301
UBA,FINANCIAL SERVICES,2013-11-26,2838,7.5,7.82,7.83,7.46,-4.46%,1000000.0,22240000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,256495660260.0
NB,CONSUMER GOODS,2013-11-27,1552,134.0,132.4,134.0,132.4,1.50%,1000000.0,1990000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,4151725607280.0
UBA,FINANCIAL SERVICES,2013-11-27,2837,7.6,7.56,7.65,7.56,1.33%,1000000.0,6110000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,259915602396.8
TRANSCORP,CONGLOMERATES,2013-11-27,2839,4.34,4.56,4.56,4.34,-9.58%,1000000.0,4910000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,44103069471.16
FIRSTHOLDCO,FINANCIAL SERVICES,2013-11-27,2835,16.1,16.4,16.2,16.1,0.44%,1000000.0,8860000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,674233249615.1001
ZENITHBANK,FINANCIAL SERVICES,2013-11-27,2836,21.35,21.1,21.35,21.0,0.61%,1000000.0,58770000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,876840870500.0
FIRSTHOLDCO,FINANCIAL SERVICES,2013-11-28,2834,16.1,16.1,16.2,16.0,0.00%,1000000.0,10230000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,674233249615.1001
NB,CONSUMER GOODS,2013-11-28,1551,134.4,133.62,135.52,133.62,0.30%,1000.0,792130.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,4164118818048.0
ZENITHBANK,FINANCIAL SERVICES,2013-11-28,2835,21.27,21.07,21.35,21.09,-0.37%,1000000.0,13690000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,873555284100.0
TRANSCORP,CONGLOMERATES,2013-11-28,2838,3.93,4.13,3.93,3.93,-9.45%,1000000.0,9530000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,39936650465.82
UBA,FINANCIAL SERVICES,2013-11-28,2836,7.52,7.6,7.63,7.52,-1.05%,1000000.0,6730000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,257179648687.36
NB,CONSUMER GOODS,2013-11-29,1550,134.73,134.4,135.56,134.4,0.25%,1000.0,460080.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,4174343216931.6
UBA,FINANCIAL SERVICES,2013-11-29,2835,7.51,7.53,7.58,7.51,-0.13%,1000000.0,10180000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,256837654473.68
FIRSTHOLDCO,FINANCIAL SERVICES,2013-11-29,2833,16.11,16.1,16.14,16.09,0.06%,1000000.0,6700000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,674652028031.01
TRANSCORP,CONGLOMERATES,2013-11-29,2837,3.56,3.74,3.9,3.56,-9.41%,1000000.0,247790000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,36176711363.44
ZENITHBANK,FINANCIAL SERVICES,2013-11-29,2834,21.3,21.02,21.3,21.02,0.14%,1000000.0,16540000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,874787379000.0
FIRSTHOLDCO,FINANCIAL SERVICES,2013-12-02,2832,16.3,16.2,16.32,16.2,1.18%,1000000.0,5690000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,682608817933.3
NB,CONSUMER GOODS,2013-12-02,1549,135.6,135.6,135.72,134.58,0.65%,1000.0,653180.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,4201298450352.0
TRANSCORP,CONGLOMERATES,2013-12-02,2836,3.73,3.56,3.73,3.4,4.78%,1000000.0,42030000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,37904250951.02
UBA,FINANCIAL SERVICES,2013-12-02,2834,7.67,7.52,7.7,7.5,2.13%,1000000.0,9690000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,262309561892.56
ZENITHBANK,FINANCIAL SERVICES,2013-12-02,2833,21.36,21.15,21.4,21.15,0.28%,1000000.0,19090000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,877251568800.0
TRANSCORP,CONGLOMERATES,2013-12-03,2835,4.1,3.91,4.1,3.91,9.92%,1000000.0,26280000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,41664190053.4
UBA,FINANCIAL SERVICES,2013-12-03,2833,7.54,7.7,7.7,7.5,-1.69%,1000000.0,21910000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,257863637114.72
ZENITHBANK,FINANCIAL SERVICES,2013-12-03,2832,21.3,21.2,21.4,21.22,-0.28%,1000000.0,62160000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,874787379000.0
FIRSTHOLDCO,FINANCIAL SERVICES,2013-12-03,2831,16.53,16.3,16.89,16.32,1.41%,1000000.0,15330000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,692240721499.2301
NB,CONSUMER GOODS,2013-12-03,1548,134.4,133.7,135.99,133.7,-0.88%,1000000.0,3540000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,4164118818048.0
NB,CONSUMER GOODS,2013-12-04,1547,134.4,134.49,134.8,133.71,0.00%,1000000.0,4490000.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,4164118818048.0
ZENITHBANK,FINANCIAL SERVICES,2013-12-04,2831,21.5,21.39,21.9,21.27,0.94%,1000000.0,58900000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,883001345000.0
UBA,FINANCIAL SERVICES,2013-12-04,2832,7.65,7.56,7.75,7.55,1.46%,1000000.0,22310000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,261625573465.2
TRANSCORP,CONGLOMERATES,2013-12-04,2834,4.42,4.3,4.51,4.11,7.80%,1000000.0,275350000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,44916029277.08
FIRSTHOLDCO,FINANCIAL SERVICES,2013-12-04,2830,16.51,16.4,16.7,16.41,-0.12%,1000000.0,14210000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,691403164667.41
TRANSCORP,CONGLOMERATES,2013-12-05,2833,4.37,4.6,4.83,4.37,-1.13%,1000000.0,102650000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,44407929398.380005
NB,CONSUMER GOODS,2013-12-05,1546,131.2,132.24,132.24,131.2,-2.38%,1000.0,639940.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,4064973131904.0
FIRSTHOLDCO,FINANCIAL SERVICES,2013-12-05,2829,16.28,16.47,16.79,16.28,-1.39%,1000000.0,15780000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,681771261101.4801
ZENITHBANK,FINANCIAL SERVICES,2013-12-05,2830,21.3,21.27,21.3,21.02,-0.93%,1000000.0,19540000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,874787379000.0
UBA,FINANCIAL SERVICES,2013-12-05,2831,7.77,7.6,7.77,7.6,1.57%,1000000.0,17670000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,265729504029.36
FIRSTHOLDCO,FINANCIAL SERVICES,2013-12-06,2828,16.3,16.28,16.4,16.28,0.12%,1000000.0,7080000.0,FIRST HOLDCO PLC,Other Financial Institutions,Premium Board,41877841591.0,682608817933.3
NB,CONSUMER GOODS,2013-12-06,1545,129.6,129.67,130.84,129.6,-1.22%,1000.0,984020.0,NIGERIAN BREW. PLC.,Beverages--Brewers/Distillers,Main Board,30983026920.0,4015400288832.0
TRANSCORP,CONGLOMERATES,2013-12-06,2832,4.18,4.4,4.4,4.18,-4.35%,1000000.0,45940000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,42477149859.32
UBA,FINANCIAL SERVICES,2013-12-06,2830,7.72,7.7,7.8,7.65,-0.64%,1000000.0,8400000.0,UNITED BANK FOR AFRICA PLC,Banking,Premium Board,34199421368.0,264019532960.96
ZENITHBANK,FINANCIAL SERVICES,2013-12-06,2829,21.2,21.5,21.29,21.11,-0.47%,1000000.0,7930000.0,ZENITH BANK PLC,Banking,Premium Board,41069830000.0,870680396000.0
TRANSCORP,CONGLOMERATES,2013-12-09,2831,4.2,4.38,4.38,4.17,0.48%,1000000.0,100150000.0,TRANSNATIONAL CORPORATION PLC,Diversified Industries,Main Board,10161997574.0,42680389810.8
