ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-10-09,32.11094158193934,28.859249556501776,34.29786240058304,32.11094158193934,32.11094158193934,-0.6023428757179545,-0.6023428757179545,-0.6023428757179545,0.04576706669193044,0.04576706669193044,0.04576706669193044,-0.648109942409885,-0.648109942409885,-0.648109942409885,0.0,0.0,0.0,31.508598706221388
2023-10-10,32.13788021944302,28.805709268429244,34.224511435626404,32.13788021944302,32.13788021944302,-0.6070853762606554,-0.6070853762606554,-0.6070853762606554,0.007410958729255969,0.007410958729255969,0.007410958729255969,-0.6144963349899113,-0.6144963349899113,-0.6144963349899113,0.0,0.0,0.0,31.530794843182363
2023-10-11,32.164818856946674,28.949642370798383,34.181906317725975,32.164818856946674,32.164818856946674,-0.5893594039434197,-0.5893594039434197,-0.5893594039434197,-0.007109888538440467,-0.007109888538440467,-0.007109888538440467,-0.5822495154049792,-0.5822495154049792,-0.5822495154049792,0.0,0.0,0.0,31.575459453003255
2023-10-12,32.19175749445033,28.75690591251742,34.46926439485955,32.19175749445033,32.19175749445033,-0.5545106986480208,-0.5545106986480208,-0.5545106986480208,-0.0029531319998489843,-0.0029531319998489843,-0.0029531319998489843,-0.5515575666481718,-0.5515575666481718,-0.5515575666481718,0.0,0.0,0.0,31.63724679580231
2023-10-13,32.21869613195398,29.112059635167572,34.549055399088026,32.21869613195398,32.21869613195398,-0.4552750965537802,-0.4552750965537802,-0.4552750965537802,0.06727122359911511,0.06727122359911511,0.06727122359911511,-0.5225463201528953,-0.5225463201528953,-0.5225463201528953,0.0,0.0,0.0,31.763421035400203
2023-10-16,32.29951204446497,29.209285301026767,34.7257985232733,32.29951204446497,32.29951204446497,-0.4001656725405373,-0.4001656725405373,-0.4001656725405373,0.045767066692016,0.045767066692016,0.045767066692016,-0.4459327392325533,-0.4459327392325533,-0.4459327392325533,0.0,0.0,0.0,31.89934637192443
2023-10-17,32.32645068196862,29.156506626559686,34.72436900032726,32.32645068196862,32.32645068196862,-0.416282178846202,-0.416282178846202,-0.416282178846202,0.007410958729292929,0.007410958729292929,0.007410958729292929,-0.4236931375754949,-0.4236931375754949,-0.4236931375754949,0.0,0.0,0.0,31.91016850312242
2023-10-18,32.353389319472306,29.233373255050452,34.63042829490243,32.353389319472306,32.353389319472306,-0.409999159571958,-0.409999159571958,-0.409999159571958,-0.007109888538479592,-0.007109888538479592,-0.007109888538479592,-0.4028892710334785,-0.4028892710334785,-0.4028892710334785,0.0,0.0,0.0,31.94339015990035
2023-10-19,32.38032795697593,29.173975752260553,34.647024329287916,32.38032795697593,32.38032795697593,-0.38628526366848637,-0.38628526366848637,-0.38628526366848637,-0.0029531320000692326,-0.0029531320000692326,-0.0029531320000692326,-0.38333213166841706,-0.38333213166841706,-0.38333213166841706,0.0,0.0,0.0,31.994042693307446
2023-10-20,32.407266594479616,29.62667166519879,34.629198318991094,32.407266594479616,32.407266594479616,-0.2975325788929324,-0.2975325788929324,-0.2975325788929324,0.06727122359916303,0.06727122359916303,0.06727122359916303,-0.36480380249209543,-0.36480380249209543,-0.36480380249209543,0.0,0.0,0.0,32.10973401558668
